# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
-15.774,-1.449,-0.851,17.54,0.352,1.0,1.0,spiral
-70.896,2.262,5.572,20.13,0.966,0.326,0.82,irregular
-8.732,0.361,-0.49,17.76,1.0,0.883,0.22,elliptical
23.162,-0.02,-0.795,16.05,1.0,0.968,0.396,elliptical
23.161,0.005,-0.822,17.98,1.0,0.869,0.146,elliptical
-30.48,-1.876,3.432,19.78,0.257,0.847,0.665,dwarf
23.162,0.019,-0.796,14.77,0.643,1.0,1.0,spiral
4.007,-0.139,-0.386,18.43,1.0,0.853,0.222,elliptical
-41.107,2.649,0.192,18.11,1.0,0.804,0.281,elliptical
16.853,-0.27,-0.658,19.26,0.249,0.845,1.0,spiral
23.161,0.008,-0.829,16.57,1.0,0.81,0.218,elliptical
-34.629,1.111,-0.92,18.77,0.297,0.954,1.0,spiral
-32.555,-2.207,2.765,20.79,0.156,0.863,0.625,dwarf
2.741,-0.419,0.092,16.86,1.0,0.86,0.333,elliptical
-7.373,-0.601,1.299,18.57,1.0,0.408,1.0,irregular
-22.255,0.243,1.791,19.59,1.0,0.722,0.291,elliptical
23.161,-0.015,-0.837,17.51,1.0,0.81,0.304,elliptical
23.162,0.042,-0.822,17.66,1.0,0.511,1.0,irregular
-29.088,2.038,1.548,19.47,0.263,0.733,1.0,spiral
-29.668,-1.279,1.033,17.61,0.481,1.0,1.0,spiral
-59.439,0.11,1.516,18.72,1.0,0.799,0.218,elliptical
-18.121,-0.266,0.852,20.42,0.36,0.695,1.0,spiral
16.953,-0.055,-0.876,17.6,1.0,0.458,1.0,irregular
-24.182,-0.864,1.692,20.43,0.933,0.351,0.733,irregular
-39.91,1.049,3.956,18.98,0.399,0.8,1.0,spiral
-9.233,-1.188,0.228,18.94,0.326,0.718,1.0,spiral
18.669,0.191,-0.836,16.08,1.0,1.0,0.401,elliptical
13.749,-0.391,-0.754,16.41,0.373,1.0,1.0,spiral
23.161,-0.005,-0.836,16.84,0.469,0.965,1.0,spiral
23.161,-0.024,-0.83,17.06,1.0,0.515,1.0,irregular
-25.606,1.253,0.758,20.23,1.0,0.545,0.16,elliptical
23.162,0.007,-0.806,16.43,1.0,0.941,0.334,elliptical
3.814,0.482,0.091,17.16,0.307,1.0,1.0,spiral
23.161,-0.03,-0.839,17.27,1.0,0.845,0.396,elliptical
-3.259,0.723,-0.143,18.14,1.0,0.888,0.368,elliptical
23.163,-0.026,-0.794,16.49,1.0,0.838,0.195,elliptical
23.162,-0.045,-0.821,16.98,1.0,0.81,0.288,elliptical
-30.859,-1.921,-0.561,19.79,0.249,0.706,1.0,spiral
23.162,-0.042,-0.841,18.02,0.436,0.841,1.0,spiral
-33.115,-1.419,2.797,20.91,0.921,0.311,0.614,irregular
-9.677,-0.768,0.117,19.86,0.259,0.817,1.0,spiral
5.075,0.344,-0.96,16.82,1.0,1.0,0.328,elliptical
-4.214,1.191,-0.515,20.09,0.978,0.334,0.756,irregular
-21.459,1.138,-0.905,19.27,1.0,0.547,0.938,irregular
-22.835,1.196,0.337,17.93,1.0,0.923,0.366,elliptical
-4.792,-0.552,1.387,18.06,0.478,1.0,1.0,spiral
12.355,0.092,-0.516,17.5,1.0,0.978,0.246,elliptical
-27.516,1.861,0.778,19.53,1.0,0.532,0.84,irregular
23.161,0.011,-0.847,18.91,1.0,0.8,0.235,elliptical
23.163,-0.007,-0.781,16.51,0.475,1.0,1.0,spiral
20.915,0.088,-0.858,17.01,1.0,0.641,1.0,irregular
-3.382,-0.342,-0.739,16.45,1.0,1.0,0.213,elliptical
-26.899,1.574,2.611,19.56,0.374,0.728,0.998,spiral
23.162,0.028,-0.823,15.27,0.616,1.0,1.0,spiral
7.693,-0.663,0.298,19.94,0.106,0.841,0.621,dwarf
23.162,0.032,-0.828,15.81,0.451,1.0,1.0,spiral
14.606,0.123,-0.479,17.75,1.0,0.811,0.199,elliptical
23.164,-0.01,-0.767,17.58,1.0,0.877,0.26,elliptical
-27.311,1.361,0.958,18.87,0.298,0.939,1.0,spiral
9.274,0.592,-0.151,16.6,0.329,0.948,1.0,spiral
13.749,0.363,-0.719,17.05,0.576,1.0,1.0,spiral
1.121,0.008,-0.182,16.46,0.618,1.0,1.0,spiral
23.162,-0.018,-0.796,16.4,1.0,0.951,0.257,elliptical
7.651,-0.461,-0.472,16.64,1.0,0.833,0.273,elliptical
3.913,-0.876,-0.971,17.34,1.0,0.889,0.17,elliptical
23.161,0.01,-0.831,14.63,0.439,1.0,1.0,spiral
6.893,-0.217,-0.955,17.4,0.306,1.0,1.0,spiral
23.161,-0.026,-0.845,18.87,0.181,0.96,0.908,dwarf
23.162,-0.037,-0.807,16.01,1.0,0.877,0.172,elliptical
1.435,0.278,-0.666,18.67,0.255,0.842,1.0,spiral
-36.523,2.253,-1.113,19.56,0.221,0.659,1.0,spiral
-17.18,-0.93,-0.459,18.26,1.0,0.735,0.166,elliptical
11.186,0.245,-0.31,16.68,0.378,0.939,1.0,spiral
23.162,0.021,-0.797,15.72,0.433,1.0,1.0,spiral
-10.354,1.115,1.454,17.89,1.0,0.857,0.34,elliptical
21.449,-0.001,-0.789,18.4,1.0,0.779,0.175,elliptical
23.163,0.015,-0.781,14.59,0.699,1.0,1.0,spiral
23.161,-0.003,-0.85,19.18,1.0,0.731,0.19,elliptical
-15.86,1.738,0.026,18.6,0.476,0.773,1.0,spiral
23.161,-0.031,-0.856,19.02,0.258,0.888,1.0,spiral
11.309,-0.045,0.028,16.09,0.376,1.0,1.0,spiral
23.163,0.034,-0.802,16.42,0.538,1.0,1.0,spiral
-20.917,-1.059,0.057,18.93,1.0,0.359,0.889,irregular
14.826,0.196,-0.371,16.2,1.0,0.82,0.438,elliptical
-5.953,0.082,-0.665,16.61,0.343,1.0,1.0,spiral
-25.303,1.517,-1.173,19.11,1.0,0.703,0.161,elliptical
-4.085,0.623,0.688,18.36,0.38,0.963,1.0,spiral
2.13,0.847,0.476,16.62,1.0,0.678,1.0,irregular
23.161,-0.009,-0.826,15.52,0.48,1.0,1.0,spiral
-18.805,1.241,1.81,20.51,0.202,0.692,0.967,spiral
-21.326,-1.011,0.796,18.45,0.472,0.919,1.0,spiral
-5.252,-0.918,0.782,18.58,0.262,0.839,1.0,spiral
-6.653,-0.847,0.681,19.51,0.404,0.854,0.985,spiral
23.162,-0.026,-0.827,15.05,1.0,1.0,0.221,elliptical
6.467,0.216,-0.556,18.34,0.375,0.838,1.0,spiral
-10.299,0.825,0.656,17.94,0.476,0.847,1.0,spiral
23.163,-0.022,-0.779,16.26,0.644,1.0,1.0,spiral
-46.482,2.33,-0.858,18.03,0.427,0.834,1.0,spiral
3.846,-0.291,0.68,17.49,1.0,0.843,0.211,elliptical
-5.016,0.914,1.135,16.66,0.514,1.0,1.0,spiral
23.165,-0.034,-0.763,17.13,0.533,0.907,1.0,spiral
-29.711,0.678,-0.967,18.54,1.0,0.415,1.0,irregular
15.142,-0.2,-0.513,19.22,1.0,0.644,0.314,elliptical
3.059,0.424,-0.017,14.53,0.639,1.0,1.0,spiral
-36.86,0.618,0.865,20.19,1.0,0.308,0.773,irregular
5.096,-0.458,0.011,16.93,1.0,0.809,0.425,elliptical
8.192,-0.574,-0.411,17.53,1.0,0.614,1.0,irregular
-26.553,0.491,1.547,18.01,0.346,0.965,1.0,spiral
21.984,-0.029,-0.844,18.02,1.0,0.798,0.245,elliptical
-23.696,-1.384,-0.144,18.05,0.407,0.919,1.0,spiral
-8.715,1.081,-0.41,19.49,1.0,0.548,0.155,elliptical
-14.894,-1.4,0.557,17.78,1.0,0.787,0.397,elliptical
-59.7,1.753,2.692,20.08,1.0,0.448,0.803,irregular
-28.624,-0.57,0.546,20.68,0.957,0.353,0.771,irregular
3.486,-0.904,-0.761,17.66,1.0,0.826,0.242,elliptical
-2.193,-0.846,-0.904,18.67,0.304,0.779,1.0,spiral
-19.225,-0.245,-1.04,20.03,1.0,0.348,0.815,irregular
4.65,0.268,-0.429,19.71,0.381,0.831,1.0,spiral
-6.253,-0.446,0.201,18.18,1.0,0.809,0.193,elliptical
-4.856,-1.019,-0.113,17.21,0.467,1.0,1.0,spiral
-5.399,-0.712,-0.074,19.75,0.222,0.993,0.781,dwarf
-26.595,-0.833,2.594,19.59,1.0,0.684,0.309,elliptical
19.633,-0.107,-0.673,18.57,0.479,0.937,1.0,spiral
3.593,0.806,-0.448,18.09,1.0,0.82,0.17,elliptical
2.862,0.366,0.375,17.6,1.0,0.859,0.312,elliptical
23.163,-0.018,-0.787,17.14,1.0,0.917,0.262,elliptical
12.274,-0.369,-0.072,15.93,0.348,1.0,1.0,spiral
23.163,0.012,-0.792,15.75,0.445,1.0,1.0,spiral
-4.234,-0.446,-0.399,15.33,0.598,1.0,1.0,spiral
23.164,0.015,-0.768,15.55,0.366,1.0,1.0,spiral
12.806,0.195,-0.083,16.95,1.0,0.837,0.228,elliptical
23.162,0.038,-0.825,16.58,1.0,1.0,0.328,elliptical
-21.349,1.089,-0.203,17.22,0.363,0.9,1.0,spiral
23.161,0.014,-0.844,15.88,0.64,1.0,1.0,spiral
-11.805,1.157,0.235,17.97,1.0,0.894,0.355,elliptical
21.77,0.029,-0.866,16.47,1.0,1.0,0.264,elliptical
-4.167,0.393,1.155,19.26,1.0,0.596,0.283,elliptical
-7.868,0.718,-0.34,17.71,1.0,0.833,0.25,elliptical
23.163,0.021,-0.779,17.27,0.334,0.989,1.0,spiral
-0.596,0.469,-0.671,19.7,0.959,0.705,0.243,elliptical
23.163,0.033,-0.803,14.99,0.518,1.0,1.0,spiral
-8.193,-0.688,-0.633,17.82,0.31,0.882,1.0,spiral
-12.039,-1.433,1.774,17.02,1.0,0.818,0.154,elliptical
23.164,-0.034,-0.779,17.67,1.0,0.476,1.0,irregular
5.215,-0.516,0.21,18.18,1.0,0.7,0.387,elliptical
-5.523,-0.338,-0.975,17.44,0.38,1.0,1.0,spiral
23.162,-0.048,-0.823,18.54,0.404,0.957,1.0,spiral
-23.371,1.148,0.35,17.76,1.0,0.65,1.0,irregular
-8.484,1.168,0.199,20.28,0.278,0.69,0.929,spiral
-40.169,-0.778,1.174,20.93,0.23,0.742,0.67,dwarf
-2.492,0.215,0.523,19.39,0.315,0.783,1.0,spiral
23.162,0.042,-0.846,17.66,1.0,0.879,0.181,elliptical
10.876,-0.209,-0.067,18.3,1.0,0.803,0.217,elliptical
-14.3,-0.444,-0.879,20.62,0.104,0.728,0.672,dwarf
-2.921,0.987,0.131,19.76,0.215,0.738,1.0,spiral
-10.253,-0.249,1.61,18.07,0.367,0.82,1.0,spiral
2.218,0.857,0.075,17.73,1.0,0.636,1.0,irregular
10.643,-0.378,-0.914,19.23,0.389,0.869,1.0,spiral
23.162,-0.033,-0.812,15.56,0.375,1.0,1.0,spiral
17.294,-0.186,-0.346,17.75,1.0,0.845,0.335,elliptical
16.224,-0.069,-0.285,19.17,0.398,0.82,1.0,spiral
23.165,-0.041,-0.77,15.95,1.0,0.94,0.305,elliptical
5.438,0.736,0.228,17.9,0.484,1.0,1.0,spiral
15.355,0.352,-0.777,17.63,1.0,0.91,0.378,elliptical
21.556,0.023,-0.846,16.01,0.506,1.0,1.0,spiral
-0.007,-0.764,0.671,18.61,1.0,0.827,0.198,elliptical
-11.075,1.401,1.746,17.68,0.503,0.869,1.0,spiral
-5.855,-0.963,1.392,20.45,0.362,0.574,0.861,spiral
9.694,0.539,-0.309,16.47,0.341,0.992,1.0,spiral
18.144,-0.166,-0.477,16.61,1.0,0.827,0.233,elliptical
-25.083,-0.137,2.83,18.77,0.27,0.861,1.0,spiral
23.165,-0.038,-0.768,16.23,1.0,0.862,0.241,elliptical
23.162,-0.013,-0.803,15.87,1.0,0.888,0.435,elliptical
-22.484,-1.11,1.256,18.75,0.27,0.815,1.0,spiral
-12.765,-1.012,0.516,17.77,1.0,0.816,0.214,elliptical
-16.696,-1.446,1.019,19.19,1.0,0.496,0.947,irregular
-20.416,-0.632,1.982,20.14,0.238,0.762,0.964,spiral
-19.199,1.52,-0.845,19.23,0.283,0.786,1.0,spiral
-42.261,2.495,1.391,18.69,0.362,0.804,1.0,spiral
14.18,-0.287,-0.489,17.68,1.0,0.752,0.361,elliptical
19.432,-0.194,-0.492,18.44,1.0,0.387,0.996,irregular
-46.734,0.072,-0.854,18.81,1.0,0.802,0.277,elliptical
-63.066,0.45,1.918,20.34,0.227,0.804,0.678,dwarf
-11.615,0.676,-0.26,19.28,0.374,0.751,1.0,spiral
-3.811,0.281,-0.832,19.53,1.0,0.442,0.819,irregular
23.161,0.021,-0.849,15.61,0.494,1.0,1.0,spiral
-33.505,1.676,3.275,18.92,1.0,0.561,1.0,irregular
-12.515,0.145,1.498,16.95,0.315,1.0,1.0,spiral
-9.913,0.421,1.837,19.0,0.411,0.713,1.0,spiral
-13.014,-0.087,-0.336,19.18,0.291,0.747,1.0,spiral
23.161,-0.017,-0.855,18.39,0.393,0.819,1.0,spiral
23.161,0.014,-0.832,15.93,0.593,1.0,1.0,spiral
-11.063,0.124,0.56,17.67,1.0,0.801,0.222,elliptical
8.182,0.289,-0.489,19.83,1.0,0.52,0.244,elliptical
22.201,-0.051,-0.744,18.33,1.0,0.645,0.223,elliptical
-24.975,1.688,-0.427,18.28,1.0,0.874,0.141,elliptical
-9.979,-1.1,0.426,16.41,1.0,0.956,0.433,elliptical
23.162,0.033,-0.845,15.96,0.428,1.0,1.0,spiral
-25.717,1.266,2.753,17.65,1.0,0.867,0.39,elliptical
-11.858,-1.045,1.475,18.3,1.0,0.77,0.188,elliptical
-30.949,2.37,-0.825,19.93,1.0,0.395,0.756,irregular
-17.594,-1.416,-0.418,19.74,0.287,0.822,1.0,spiral
14.08,-0.264,-0.314,18.31,0.359,0.933,1.0,spiral
23.162,0.04,-0.829,16.2,1.0,1.0,0.224,elliptical
23.162,-0.011,-0.796,15.81,1.0,0.666,1.0,irregular
10.882,-0.511,-0.105,17.21,1.0,0.763,0.182,elliptical
-19.213,-0.954,-0.369,19.09,0.46,0.807,1.0,spiral
7.75,0.252,-0.8,15.97,1.0,1.0,0.363,elliptical
3.271,0.883,-0.805,17.45,0.561,0.959,1.0,spiral
18.141,0.083,-0.501,15.73,0.532,1.0,1.0,spiral
23.162,0.038,-0.827,15.74,1.0,0.986,0.481,elliptical
9.588,0.573,-0.313,18.98,0.273,0.74,1.0,spiral
23.162,-0.021,-0.802,15.87,1.0,1.0,0.388,elliptical
23.163,0.029,-0.784,17.51,1.0,0.976,0.37,elliptical
-13.762,-0.461,-0.474,20.56,0.939,0.439,0.723,irregular
-17.186,0.438,-0.294,19.38,1.0,0.483,0.882,irregular
23.163,0.044,-0.809,16.86,1.0,0.823,0.293,elliptical
-8.595,1.134,0.137,17.93,1.0,0.602,0.993,irregular
4.997,-0.44,0.189,17.56,1.0,0.794,0.415,elliptical
-16.647,1.74,1.708,18.27,1.0,0.678,0.25,elliptical
20.491,-0.085,-0.66,18.11,1.0,0.543,1.0,irregular
-4.816,-0.809,0.958,18.96,1.0,0.805,0.192,elliptical
6.508,0.025,0.414,16.8,1.0,0.824,0.298,elliptical
18.561,-0.083,-0.686,17.63,0.409,1.0,1.0,spiral
23.163,-0.047,-0.794,17.92,1.0,0.709,0.287,elliptical
-24.851,-0.053,1.313,17.77,0.467,0.882,1.0,spiral
2.644,0.72,0.139,19.44,1.0,0.566,0.123,elliptical
17.167,0.041,-0.849,18.22,0.416,0.985,1.0,spiral
-27.352,0.827,-0.363,18.97,0.286,0.715,1.0,spiral
23.162,-0.04,-0.843,16.74,0.318,1.0,1.0,spiral
-13.189,1.54,0.076,18.24,0.35,1.0,1.0,spiral
-7.607,0.364,1.059,17.86,0.388,0.98,1.0,spiral
16.971,0.303,-0.435,16.36,0.589,1.0,1.0,spiral
-13.444,0.745,1.917,18.28,0.297,0.979,1.0,spiral
-26.011,-2.097,2.756,20.78,0.19,0.673,0.799,spiral
9.166,0.577,-0.152,20.27,0.318,0.746,0.904,spiral
1.702,-0.889,0.456,17.04,1.0,1.0,0.173,elliptical
-35.516,1.33,2.087,18.06,0.501,0.891,1.0,spiral
13.01,-0.292,-0.294,16.19,1.0,0.831,0.25,elliptical
1.243,-0.635,0.003,18.81,0.274,0.741,1.0,spiral
-1.115,0.072,0.192,17.66,1.0,0.804,0.17,elliptical
23.165,0.037,-0.767,15.91,0.435,1.0,1.0,spiral
6.92,0.495,0.02,17.35,0.324,0.882,1.0,spiral
-19.331,-0.792,2.135,18.83,0.276,0.736,1.0,spiral
9.937,0.408,0.256,18.01,0.274,0.805,1.0,spiral
16.101,-0.28,-0.802,19.4,1.0,0.664,0.123,elliptical
4.448,-0.751,-0.428,19.36,1.0,0.752,0.178,elliptical
14.826,-0.187,-0.367,18.98,0.434,0.743,1.0,spiral
0.798,0.013,-0.26,18.02,0.293,0.984,1.0,spiral
3.206,-0.284,0.731,17.34,0.528,1.0,1.0,spiral
23.162,0.02,-0.818,17.79,1.0,0.779,0.172,elliptical
2.945,0.71,-0.531,17.75,0.286,0.921,1.0,spiral
19.418,-0.047,-0.663,19.04,0.374,0.843,1.0,spiral
-28.679,1.698,1.351,19.74,0.242,0.814,0.962,spiral
-18.045,-0.034,-0.286,18.93,1.0,0.392,0.93,irregular
13.208,0.163,-0.851,15.62,1.0,1.0,0.462,elliptical
-0.587,0.19,-0.031,17.83,1.0,0.767,0.241,elliptical
9.795,0.138,-0.236,19.06,1.0,0.463,0.916,irregular
-46.308,2.455,4.052,19.63,0.228,0.721,1.0,spiral
-26.396,1.945,1.835,20.43,0.312,0.603,0.851,spiral
23.164,0.002,-0.765,17.74,0.457,0.977,1.0,spiral
0.481,-0.666,-0.477,18.1,1.0,0.676,0.206,elliptical
23.162,0.037,-0.827,14.25,0.657,1.0,1.0,spiral
-20.073,0.053,0.061,20.01,0.205,0.628,1.0,spiral
23.163,-0.021,-0.792,18.02,0.48,0.948,1.0,spiral
23.162,0.031,-0.838,17.07,1.0,0.762,0.237,elliptical
1.978,-0.445,-0.338,18.44,1.0,0.839,0.168,elliptical
3.043,0.436,-0.804,16.63,0.518,1.0,1.0,spiral
-31.392,0.3,1.147,18.2,1.0,0.442,1.0,irregular
23.161,-0.031,-0.849,17.95,1.0,0.78,0.293,elliptical
4.752,-0.217,-0.793,18.65,0.246,0.843,1.0,spiral
-29.683,-0.62,2.986,19.81,0.966,0.364,0.76,irregular
15.891,-0.302,-0.626,15.43,1.0,1.0,0.436,elliptical
10.657,-0.349,-0.214,16.2,1.0,0.864,0.351,elliptical
11.085,0.499,-0.355,16.86,1.0,0.895,0.207,elliptical
0.125,0.723,1.036,16.36,0.377,1.0,1.0,spiral
23.162,-0.045,-0.815,19.14,1.0,0.671,0.311,elliptical
6.7,0.52,-0.122,17.72,1.0,0.818,0.396,elliptical
-5.417,-0.197,-0.756,18.16,1.0,0.784,0.216,elliptical
23.161,0.004,-0.816,18.75,0.38,0.743,1.0,spiral
-28.276,1.934,0.276,20.65,0.854,0.44,0.755,irregular
-8.157,-1.367,0.155,16.93,1.0,0.948,0.312,elliptical
-5.947,-0.596,-0.9,18.67,1.0,0.777,0.348,elliptical
-33.3,2.317,0.117,19.93,1.0,0.453,0.838,irregular
9.711,0.129,0.178,16.74,1.0,0.803,0.185,elliptical
14.296,0.277,-0.293,16.82,0.316,0.953,1.0,spiral
0.579,0.034,-0.492,17.53,1.0,0.929,0.155,elliptical
2.876,-0.275,0.617,18.72,0.277,0.963,1.0,spiral
23.163,-0.003,-0.788,16.83,0.43,1.0,1.0,spiral
8.844,0.005,0.051,18.0,1.0,0.67,0.263,elliptical
12.571,-0.271,-0.542,19.12,1.0,0.514,1.0,irregular
-7.907,0.653,1.32,17.62,1.0,0.85,0.162,elliptical
19.95,0.03,-0.815,15.71,1.0,1.0,0.187,elliptical
23.162,0.039,-0.82,16.29,0.532,1.0,1.0,spiral
23.164,0.007,-0.771,16.76,0.316,1.0,1.0,spiral
10.76,-0.516,-0.461,16.25,1.0,0.956,0.165,elliptical
23.162,0.041,-0.828,18.34,0.325,0.799,1.0,spiral
-4.023,1.215,1.335,19.9,0.26,0.626,1.0,spiral
7.989,0.469,-0.032,17.07,0.37,1.0,1.0,spiral
-58.181,1.004,-1.049,19.87,0.268,0.616,0.991,spiral
-1.421,-1.015,0.066,17.41,0.399,0.915,1.0,spiral
-11.839,-0.077,-0.512,17.58,1.0,0.688,1.0,irregular
16.313,-0.168,-0.772,16.48,1.0,0.789,1.0,irregular
13.66,-0.433,-0.247,17.64,0.477,0.955,1.0,spiral
23.163,-0.037,-0.798,16.02,1.0,1.0,0.312,elliptical
-35.03,-0.573,1.187,18.87,1.0,0.411,0.916,irregular
10.962,-0.286,-0.874,17.78,0.353,0.912,1.0,spiral
11.725,-0.389,-0.324,18.22,0.447,0.841,1.0,spiral
23.162,-0.03,-0.805,16.98,0.438,1.0,1.0,spiral
18.884,-0.199,-0.754,17.32,1.0,0.673,1.0,irregular
-16.754,0.598,-0.201,17.65,1.0,0.878,0.237,elliptical
-11.217,-0.603,1.58,19.58,0.366,0.655,0.983,spiral
19.201,-0.017,-0.759,17.54,1.0,0.911,0.4,elliptical
-25.007,-0.068,2.387,19.54,0.28,0.791,1.0,spiral
-1.402,-0.69,0.688,18.28,0.471,0.811,1.0,spiral
-31.799,-1.025,3.324,18.6,0.409,0.935,1.0,spiral
-33.639,2.037,-0.498,20.19,0.139,0.885,0.59,dwarf
17.282,-0.206,-0.574,17.16,0.539,1.0,1.0,spiral
-28.086,-0.022,0.739,20.91,0.843,0.322,0.641,irregular
5.616,-0.498,-0.531,17.76,1.0,0.422,0.985,irregular
23.163,0.041,-0.81,14.37,0.635,1.0,1.0,spiral
-18.202,-0.781,1.287,18.0,0.389,0.831,1.0,spiral
15.243,0.237,-0.852,17.46,1.0,0.536,1.0,irregular
18.351,0.164,-0.623,16.93,1.0,0.783,0.16,elliptical
13.442,-0.024,-0.172,15.1,1.0,1.0,0.391,elliptical
16.433,-0.001,-0.354,19.87,0.27,0.659,0.926,spiral
-32.179,-2.286,1.746,20.73,0.953,0.348,0.667,irregular
-64.816,-0.155,0.34,19.62,0.208,0.945,0.692,dwarf
19.74,0.186,-0.835,16.89,1.0,0.666,1.0,irregular
19.003,0.124,-0.454,17.01,0.587,0.966,1.0,spiral
-12.984,0.461,0.672,19.53,1.0,0.679,0.21,elliptical
-0.913,-0.692,-0.818,19.52,1.0,0.631,0.163,elliptical
-0.88,0.806,0.368,19.35,1.0,0.463,0.89,irregular
-14.591,0.521,0.645,18.1,0.419,0.928,1.0,spiral
-2.411,-0.057,-0.135,19.21,0.263,0.841,1.0,spiral
5.617,-0.594,-0.718,16.89,1.0,0.519,1.0,irregular
-4.857,1.134,-0.356,18.41,1.0,0.759,0.166,elliptical
-14.552,-1.034,1.264,19.13,1.0,0.724,0.301,elliptical
9.169,-0.203,0.076,20.51,0.929,0.302,0.656,irregular
15.992,-0.153,-0.7,19.58,0.268,0.704,1.0,spiral
23.161,0.007,-0.821,15.73,1.0,0.936,0.367,elliptical
-1.764,0.755,-0.432,18.65,0.361,0.785,1.0,spiral
-1.657,-0.861,-0.799,18.49,1.0,0.726,0.253,elliptical
18.883,0.203,-0.838,17.72,0.483,1.0,1.0,spiral
-16.729,-1.33,0.19,17.56,1.0,0.913,0.142,elliptical
-11.171,1.474,1.856,20.99,0.238,0.83,0.521,dwarf
13.746,0.28,-0.712,15.78,1.0,0.904,0.235,elliptical
7.436,-0.504,-0.601,19.46,0.286,0.696,1.0,spiral
23.164,0.014,-0.773,17.45,0.567,1.0,1.0,spiral
23.162,-0.047,-0.853,15.61,1.0,1.0,0.444,elliptical
23.164,0.043,-0.783,16.1,0.654,1.0,1.0,spiral
-8.071,1.086,-0.288,19.72,0.975,0.496,0.813,irregular
-49.515,0.459,-0.385,20.76,0.245,0.808,0.538,dwarf
-0.316,-0.97,0.75,18.93,1.0,0.505,0.945,irregular
23.161,0.009,-0.838,17.18,1.0,0.986,0.331,elliptical
22.734,-0.043,-0.858,16.89,0.591,1.0,1.0,spiral
22.311,-0.072,-0.704,18.33,0.348,1.0,1.0,spiral
5.649,0.767,0.142,16.84,1.0,0.969,0.426,elliptical
-2.26,-1.035,0.485,18.82,0.362,0.799,1.0,spiral
-9.439,0.642,0.794,18.86,0.418,0.862,1.0,spiral
23.162,-0.047,-0.841,15.28,1.0,0.922,0.252,elliptical
23.164,-0.035,-0.774,14.12,1.0,1.0,0.536,elliptical
-2.181,-0.062,0.317,17.13,1.0,0.8,0.197,elliptical
9.571,-0.326,-0.844,17.2,0.355,0.972,1.0,spiral
-4.989,-0.06,-0.624,17.27,0.576,0.891,1.0,spiral
-12.31,-0.006,1.335,20.96,0.199,0.516,0.757,spiral
-2.708,-0.359,0.46,17.39,1.0,0.999,0.416,elliptical
23.162,0.015,-0.819,16.25,1.0,0.954,0.256,elliptical
6.176,0.664,0.041,19.35,1.0,0.397,0.883,irregular
22.199,-0.076,-0.828,17.31,1.0,0.505,1.0,irregular
-10.738,0.663,0.502,16.45,1.0,0.981,0.208,elliptical
19.426,-0.136,-0.542,17.39,0.489,0.966,1.0,spiral
23.165,0.036,-0.766,18.03,1.0,0.569,0.955,irregular
-14.944,0.064,-0.611,18.26,1.0,0.891,0.171,elliptical
23.161,-0.015,-0.843,18.44,0.307,0.888,1.0,spiral
15.89,-0.318,-0.668,17.91,0.407,1.0,1.0,spiral
9.607,-0.502,0.107,17.92,0.37,1.0,1.0,spiral
-3.704,0.259,-0.849,20.38,0.142,0.851,0.668,dwarf
-8.154,1.189,0.418,17.62,1.0,0.835,0.329,elliptical
-53.357,1.474,-0.765,18.73,1.0,0.757,0.211,elliptical
3.487,0.68,-0.23,17.98,1.0,0.665,1.0,irregular
-13.228,-0.511,-0.846,19.93,0.916,0.409,0.717,irregular
14.292,0.017,-0.294,18.8,1.0,0.479,0.88,irregular
-8.626,-0.437,-0.695,17.75,1.0,0.828,0.218,elliptical
-5.86,0.318,1.505,18.16,1.0,0.845,0.135,elliptical
14.715,-0.153,-0.439,16.48,1.0,0.929,0.435,elliptical
-25.314,-1.139,-0.766,19.0,0.249,0.765,1.0,spiral
9.826,0.057,0.285,17.51,0.355,0.918,1.0,spiral
-22.309,-0.517,0.437,17.13,1.0,0.644,1.0,irregular
0.267,0.76,-0.916,16.46,1.0,0.909,0.3,elliptical
23.162,0.021,-0.815,18.14,0.289,0.824,1.0,spiral
-12.478,-0.533,-0.618,20.01,0.29,0.64,0.951,spiral
23.161,-0.017,-0.844,18.92,0.259,0.814,1.0,spiral
22.096,0.017,-0.698,19.74,0.265,0.825,1.0,spiral
7.444,0.215,-0.108,17.11,1.0,0.936,0.162,elliptical
23.163,-0.041,-0.79,15.9,1.0,1.0,0.474,elliptical
23.162,0.03,-0.802,16.85,1.0,0.974,0.415,elliptical
23.163,0.04,-0.797,16.76,1.0,0.884,0.258,elliptical
23.163,0.012,-0.78,15.62,0.614,1.0,1.0,spiral
23.161,0.024,-0.846,15.79,1.0,0.88,0.509,elliptical
-8.582,1.165,0.473,17.88,0.357,0.931,1.0,spiral
-4.938,0.561,0.807,17.85,1.0,0.471,1.0,irregular
-13.395,-1.51,0.384,19.12,0.267,1.0,0.701,dwarf
-7.211,0.114,0.436,18.94,0.456,0.829,1.0,spiral
-38.249,-1.413,0.449,18.7,1.0,0.506,0.881,irregular
-34.783,-1.916,1.3,19.21,0.351,0.782,1.0,spiral
23.163,0.029,-0.793,19.22,0.327,0.817,1.0,spiral
23.161,0.011,-0.847,15.6,1.0,0.877,0.379,elliptical
