# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
182.350269,0.732258,18.19,17.27,16.8,0.0082,elliptical
177.685766,0.732767,18.74,18.15,17.9,0.001,spiral
177.803499,4.327098,18.18,17.15,16.65,0.0273,elliptical
182.011919,0.138859,15.87,15.32,15.37,0.0137,irregular
179.895039,3.582189,15.27,14.77,14.49,0.001,spiral
182.064108,0.39886,18.88,18.16,17.71,0.0063,elliptical
177.500042,0.762819,18.65,18.12,17.79,0.0321,spiral
180.450533,0.654283,19.56,19.1,18.45,0.0144,spiral
178.902008,2.518723,20.75,20.33,19.95,0.0389,dwarf
179.938755,0.711305,17.37,16.23,15.96,0.0252,elliptical
182.188061,-0.017752,16.84,16.33,16.19,0.001,spiral
180.092946,-0.296002,18.78,18.08,17.85,0.001,spiral
178.417265,3.610699,21.46,21.17,21.23,0.0887,dwarf
181.292175,3.24382,17.61,17.93,18.0,0.001,irregular
180.689211,3.640184,16.82,16.22,15.86,0.0143,spiral
178.311986,-0.379313,18.81,18.25,17.9,0.0353,spiral
177.911072,2.89595,20.84,20.08,19.77,0.0504,dwarf
181.348828,1.487224,17.34,16.9,16.84,0.0059,spiral
182.079364,-0.440987,18.4,17.33,17.09,0.0593,elliptical
182.092386,1.144732,15.68,14.5,13.87,0.001,elliptical
181.555702,0.511392,17.49,16.62,16.16,0.0513,spiral
181.769952,-0.342165,18.75,17.96,17.68,0.0132,irregular
179.965783,3.675432,18.74,17.86,17.45,0.0379,elliptical
179.77362,3.655476,20.35,20.39,20.06,0.0232,irregular
181.669945,0.437575,19.78,19.22,19.05,0.0606,spiral
178.715168,2.978524,19.58,18.46,17.75,0.0573,elliptical
181.937516,3.840995,15.85,14.84,14.41,0.001,spiral
180.054418,3.37452,18.52,17.88,17.31,0.0517,spiral
177.732126,2.018906,18.66,17.95,17.75,0.0559,elliptical
180.698139,2.480293,20.19,19.8,19.38,0.0414,elliptical
181.507857,1.056967,18.77,17.9,17.51,0.0225,elliptical
179.649096,3.221248,19.5,19.09,18.72,0.0421,spiral
181.14414,2.135691,17.87,17.26,17.04,0.016,spiral
181.048375,2.017475,19.46,19.04,19.25,0.0382,irregular
180.717834,3.452087,18.27,17.69,17.28,0.0441,spiral
177.561999,1.742657,16.27,15.44,15.14,0.001,elliptical
178.954595,-0.081604,18.04,17.1,16.51,0.0097,elliptical
180.438036,2.730517,18.34,17.76,17.16,0.0418,elliptical
178.903816,2.751064,19.24,18.35,18.01,0.0297,spiral
181.878378,2.077703,20.42,20.49,20.25,0.0597,dwarf
179.855041,-0.103037,18.34,17.97,17.75,0.0188,spiral
180.049862,2.846086,17.42,16.27,15.63,0.001,elliptical
177.566824,2.667633,15.27,14.76,14.49,0.001,spiral
179.041012,4.300592,20.33,19.75,19.65,0.0681,irregular
180.519503,0.601618,16.73,15.8,15.34,0.0179,elliptical
180.889627,1.484546,16.58,16.24,15.81,0.001,spiral
178.541914,0.448306,16.13,15.27,14.86,0.0066,elliptical
179.663848,0.061277,18.35,17.74,17.15,0.0181,spiral
178.476795,2.618167,18.07,17.75,17.35,0.0027,spiral
182.186683,1.468011,17.41,17.04,17.05,0.0332,spiral
180.615381,2.812117,18.9,18.25,17.94,0.0203,spiral
180.519372,3.049077,18.25,17.38,16.84,0.0092,spiral
182.136878,3.560008,17.98,17.58,17.45,0.0207,irregular
180.872949,0.700008,17.22,15.89,15.42,0.0059,elliptical
181.322677,2.505362,15.33,14.67,14.21,0.001,elliptical
179.405221,2.96162,17.72,17.1,16.62,0.0269,spiral
180.801251,2.980579,16.64,15.72,15.19,0.001,elliptical
182.227107,2.208905,18.13,16.99,16.63,0.0044,elliptical
178.753495,3.768378,18.79,18.18,17.82,0.0383,spiral
178.211098,-0.386158,17.15,16.24,15.89,0.001,spiral
178.47292,2.445217,15.33,14.55,14.15,0.001,elliptical
181.7624,4.234576,22.0,21.29,21.24,0.1086,dwarf
178.261199,-0.172707,18.15,17.56,17.17,0.0486,spiral
177.73706,2.611227,19.83,19.08,18.62,0.0498,elliptical
179.867171,0.811422,17.82,17.16,16.72,0.0451,elliptical
179.519304,1.106338,18.53,17.86,17.64,0.0419,spiral
181.494589,-0.316826,14.17,13.49,13.43,0.001,spiral
177.579809,1.654473,19.09,18.46,18.01,0.0478,spiral
179.614356,0.930238,19.12,18.07,17.59,0.0417,elliptical
182.466962,3.552159,19.1,18.54,18.19,0.0451,elliptical
177.653263,1.135911,19.93,19.27,19.18,0.0423,dwarf
182.329982,2.588966,17.0,15.92,15.21,0.0412,elliptical
182.336778,0.157432,18.88,17.93,17.64,0.0174,elliptical
179.808553,4.026437,19.53,18.94,18.61,0.0469,spiral
181.648761,1.120341,18.01,17.54,17.56,0.0052,spiral
178.06667,0.653816,17.77,17.06,16.52,0.0223,spiral
178.719525,0.00337,17.8,17.66,17.55,0.0269,irregular
177.963547,1.288174,18.45,17.77,17.46,0.0432,spiral
178.331155,2.778867,19.85,19.3,18.84,0.0233,spiral
177.77872,1.468663,19.9,19.31,18.65,0.0716,spiral
179.738498,1.475194,19.99,19.27,18.89,0.0649,spiral
179.206386,-0.386952,22.0,21.91,21.73,0.0536,irregular
177.934089,3.493826,18.35,17.41,17.06,0.0169,elliptical
178.447346,1.616847,19.41,18.62,18.23,0.0399,irregular
180.621095,0.648998,18.26,17.11,16.81,0.001,elliptical
179.852962,0.226492,17.5,16.85,16.48,0.001,elliptical
177.663761,0.463608,17.84,17.11,16.71,0.0167,elliptical
181.106718,4.131464,17.99,17.0,16.49,0.0122,elliptical
180.701415,0.020923,18.78,18.68,17.98,0.0158,irregular
180.824784,0.664539,18.81,18.07,17.91,0.0256,spiral
179.749609,0.972278,17.37,16.65,16.22,0.0145,elliptical
177.948041,0.069802,22.0,21.67,21.56,0.0809,dwarf
178.571501,0.880456,18.09,17.02,16.87,0.0128,elliptical
179.626245,4.072633,16.89,16.75,16.57,0.0375,irregular
180.363614,1.611589,17.5,16.96,16.74,0.001,spiral
177.87902,1.207797,17.31,16.31,15.93,0.0073,elliptical
181.586121,1.200736,17.65,16.95,16.52,0.0495,spiral
178.623903,3.151992,16.55,15.96,15.62,0.001,spiral
179.840207,1.217566,17.17,15.94,15.25,0.0129,elliptical
181.708074,2.134319,16.7,16.42,16.36,0.0178,irregular
181.999839,1.432871,16.74,15.82,15.28,0.0209,elliptical
182.412362,1.580638,17.05,16.03,15.67,0.0054,elliptical
182.391261,0.851796,15.62,14.78,14.39,0.0134,elliptical
180.329777,0.612467,16.83,15.98,15.83,0.0086,spiral
181.750332,3.187908,17.48,16.84,16.34,0.0099,elliptical
182.463914,2.58873,17.09,16.2,15.71,0.032,elliptical
180.746429,3.545217,16.7,16.78,16.61,0.0174,irregular
179.085376,1.458026,18.05,17.24,16.96,0.0264,spiral
177.686223,0.190307,16.35,15.65,15.16,0.001,spiral
178.123795,-0.097599,18.15,17.2,16.74,0.0247,elliptical
178.72263,1.209106,20.0,19.18,19.01,0.0401,irregular
178.90222,0.291688,17.31,16.64,16.33,0.0125,spiral
179.545767,0.207532,16.77,15.7,15.39,0.0242,elliptical
180.965559,0.124018,20.66,20.03,19.59,0.0546,spiral
178.421455,2.806233,21.69,21.53,21.31,0.0729,spiral
179.230726,2.702031,17.5,17.16,16.87,0.0288,spiral
178.546197,1.852873,16.94,16.38,16.23,0.0285,spiral
180.103297,-0.432303,16.37,15.47,15.12,0.0011,elliptical
180.154477,0.111716,18.76,18.02,17.44,0.0264,elliptical
182.206742,4.347624,17.48,16.58,16.12,0.0106,spiral
178.228345,1.889052,18.82,18.17,17.75,0.0351,elliptical
181.930053,-0.152277,19.67,18.65,18.2,0.0207,elliptical
178.229968,-0.161936,18.09,17.17,16.66,0.054,elliptical
178.572825,0.260222,18.37,17.67,17.32,0.008,elliptical
181.365434,3.655185,19.06,18.34,18.1,0.0019,spiral
177.841044,0.046997,20.58,20.12,19.85,0.0531,spiral
178.223611,0.716291,17.95,16.86,16.72,0.0329,irregular
178.695877,2.3361,16.52,15.75,15.52,0.0036,elliptical
181.239059,2.386655,17.96,16.94,16.57,0.001,elliptical
179.106353,3.510347,19.07,18.19,17.6,0.023,elliptical
177.660374,0.173095,17.91,17.15,16.62,0.044,elliptical
181.591161,2.058085,19.57,18.23,17.81,0.0361,irregular
178.71848,2.975177,18.58,18.14,17.66,0.0205,spiral
181.366011,0.218842,17.42,16.61,16.36,0.0294,elliptical
181.550167,-0.234176,16.54,15.96,15.25,0.021,spiral
182.134042,3.348964,17.03,16.29,15.81,0.001,spiral
181.084996,0.250751,18.27,17.63,17.02,0.0287,spiral
181.096507,1.882657,18.96,18.37,18.08,0.0544,spiral
178.627895,3.948072,16.4,15.54,15.26,0.0263,elliptical
180.53153,2.348086,20.13,19.11,18.67,0.0292,elliptical
178.470954,1.459904,18.83,17.76,17.44,0.0339,elliptical
179.43452,0.903325,16.32,15.61,15.16,0.0033,spiral
181.155634,3.126826,21.57,21.23,21.2,0.0439,irregular
180.092693,0.416012,20.46,20.66,20.27,0.0188,dwarf
181.441152,1.993711,16.9,16.3,16.06,0.0438,spiral
181.991171,4.116252,19.67,18.99,18.55,0.0349,spiral
179.425624,3.440882,18.74,18.18,17.75,0.0373,spiral
180.216791,4.091744,18.68,18.11,17.6,0.0531,elliptical
180.861851,3.963329,16.08,15.44,15.32,0.001,spiral
180.667928,1.121257,16.68,16.47,16.48,0.0061,irregular
178.519031,3.41573,19.51,18.65,18.44,0.0202,elliptical
179.481898,4.295648,18.69,18.41,17.93,0.0311,spiral
178.578119,4.108415,18.16,17.25,16.79,0.0097,elliptical
181.592856,1.942783,16.19,15.58,15.03,0.0105,spiral
180.155357,2.65401,17.96,17.37,17.08,0.0339,spiral
180.872693,0.608452,21.39,20.76,20.45,0.0643,spiral
177.979845,1.334597,18.06,17.79,17.67,0.001,spiral
182.340095,2.419793,19.25,18.77,18.42,0.0471,spiral
179.657234,3.32287,19.33,18.88,18.71,0.0535,irregular
178.958931,2.326551,14.0,13.6,13.3,0.001,spiral
181.214165,0.740232,17.27,16.89,16.64,0.0235,spiral
177.647708,2.181116,18.88,18.26,17.87,0.0231,elliptical
178.222859,0.64903,16.64,16.04,15.7,0.001,spiral
179.520662,0.38261,17.9,17.3,17.33,0.0218,spiral
181.555736,3.450535,19.35,18.72,18.53,0.0568,elliptical
181.899874,4.424288,18.01,17.12,17.16,0.0054,spiral
178.960127,4.097539,19.4,18.57,18.32,0.0523,elliptical
178.380662,3.681496,22.0,21.39,20.81,0.073,irregular
178.186306,-0.49242,15.71,15.32,14.94,0.001,spiral
180.014519,0.162,18.1,17.41,17.11,0.0589,spiral
182.289621,2.446105,17.06,16.01,15.72,0.005,elliptical
182.448606,3.631256,18.36,17.32,17.07,0.0335,elliptical
181.101574,2.348087,18.2,17.29,16.73,0.0603,elliptical
181.713941,1.396183,22.0,21.38,20.97,0.0387,spiral
181.511873,2.386599,18.13,17.29,16.91,0.054,elliptical
180.795535,1.184397,21.55,20.92,20.53,0.0096,spiral
177.927174,3.349792,16.54,15.54,15.23,0.001,spiral
181.404741,1.567612,18.42,18.03,17.7,0.0492,spiral
178.325438,2.806139,19.42,18.77,18.49,0.0314,spiral
179.086303,3.365834,16.32,15.51,15.28,0.001,elliptical
178.145052,0.360207,18.29,17.93,17.45,0.0292,elliptical
178.09231,-0.086611,16.61,15.99,15.63,0.0409,spiral
181.242307,1.289569,17.08,16.32,15.84,0.0144,spiral
177.639456,2.568949,15.43,14.95,14.64,0.001,irregular
178.986534,3.599233,18.87,18.07,17.49,0.001,spiral
178.388298,0.07942,18.06,17.02,16.57,0.0245,elliptical
178.336118,3.156805,17.47,16.61,16.2,0.0064,elliptical
179.560781,2.61531,18.42,17.33,16.96,0.0064,elliptical
181.579752,2.771501,16.65,15.97,15.54,0.001,elliptical
179.952536,1.718299,17.85,16.93,16.45,0.001,elliptical
181.712457,4.11421,16.26,15.62,15.46,0.014,elliptical
182.053694,1.59326,20.48,19.99,19.52,0.0455,dwarf
179.269766,3.687339,17.32,16.58,16.54,0.0087,spiral
178.576118,1.605729,19.03,18.27,18.22,0.0636,spiral
179.065115,-0.42484,20.0,18.93,18.69,0.0445,elliptical
180.976897,1.302179,17.31,16.42,15.87,0.0172,elliptical
178.606646,1.560074,17.77,17.33,17.1,0.0173,spiral
179.940719,-0.030849,18.13,17.58,17.42,0.0428,irregular
178.628086,0.769606,17.63,16.72,16.71,0.0064,elliptical
182.235989,0.704953,18.39,17.65,17.33,0.0162,spiral
181.600158,0.869767,18.78,18.41,18.19,0.0318,spiral
180.888523,2.792273,21.16,20.36,19.92,0.0485,spiral
179.141847,-0.164108,16.85,16.23,15.66,0.0061,elliptical
179.57284,3.360742,16.31,15.77,15.59,0.001,spiral
182.106918,2.619094,21.97,21.91,21.42,0.0402,dwarf
178.325648,2.503183,22.0,21.33,21.08,0.0888,spiral
180.237347,-0.337322,15.2,14.53,14.2,0.0013,elliptical
178.381551,2.108389,17.55,16.73,16.17,0.001,elliptical
179.84436,3.670376,18.82,18.05,17.69,0.0372,spiral
179.931822,1.340457,16.64,15.79,15.43,0.0272,elliptical
178.16302,2.732384,19.3,18.47,18.17,0.0221,irregular
180.544144,0.550742,18.6,18.32,18.08,0.0162,irregular
181.808893,0.756912,17.62,17.22,16.67,0.0052,spiral
178.689643,3.009198,20.85,20.07,20.15,0.0587,dwarf
182.074916,3.720974,17.73,17.02,16.89,0.001,spiral
179.100092,2.080126,15.28,14.7,14.28,0.001,elliptical
181.036263,1.609817,21.13,20.39,20.01,0.0203,dwarf
180.160264,2.135574,17.54,16.57,16.08,0.001,elliptical
180.613442,1.05719,18.45,17.5,16.98,0.0038,elliptical
179.753807,0.149578,17.76,17.24,16.95,0.0356,spiral
177.769631,2.478928,18.39,18.04,17.54,0.0074,spiral
180.456255,3.646706,18.57,18.27,17.95,0.0294,spiral
180.897657,2.37036,18.04,17.41,17.37,0.0178,elliptical
181.938653,3.647079,20.04,19.49,19.09,0.0327,spiral
181.661524,2.097393,17.44,16.43,15.76,0.0134,elliptical
179.432133,4.306149,20.38,19.92,19.86,0.0344,spiral
179.567271,3.907584,18.99,18.33,17.76,0.0711,elliptical
179.455786,-0.138998,15.52,14.99,14.71,0.001,elliptical
181.437307,1.896824,21.59,21.04,20.77,0.0335,spiral
177.862761,-0.311371,21.08,20.38,20.24,0.0311,irregular
179.718957,2.790172,16.06,15.13,14.53,0.001,elliptical
180.047304,0.498709,17.16,16.48,16.11,0.0132,spiral
179.40151,-0.281794,18.03,17.0,16.49,0.0145,elliptical
180.825911,1.738733,16.86,15.97,15.83,0.001,spiral
177.538546,3.213226,17.47,16.86,16.78,0.0427,spiral
180.653737,-0.050525,18.45,18.01,17.67,0.0073,spiral
178.173452,4.216773,19.09,18.56,18.2,0.022,spiral
179.586859,3.514639,20.93,20.84,20.18,0.0157,irregular
182.330961,3.593284,17.18,16.56,15.93,0.001,spiral
181.073586,4.007586,18.42,17.68,17.41,0.0103,spiral
179.882976,1.262436,16.38,15.75,15.57,0.003,spiral
180.261027,2.461184,19.34,18.97,18.97,0.0383,irregular
178.108667,2.969754,20.94,20.15,19.64,0.001,spiral
181.865645,-0.468748,16.23,15.25,14.84,0.001,elliptical
180.237645,1.151253,19.28,19.36,18.92,0.001,irregular
181.323399,1.74386,15.58,14.7,14.36,0.001,spiral
180.183454,0.502386,18.24,17.2,16.72,0.072,elliptical
181.386618,3.040611,16.29,15.3,15.05,0.001,elliptical
179.286661,3.131167,18.93,18.12,17.72,0.0331,spiral
181.967081,3.058327,19.66,19.15,18.77,0.0127,spiral
179.789182,2.620167,19.89,19.12,19.11,0.0453,dwarf
180.635543,-0.288918,16.13,15.19,14.71,0.001,spiral
181.832018,2.892955,19.04,17.93,17.64,0.0511,elliptical
178.072168,2.9094,15.68,15.13,14.88,0.001,spiral
181.980883,2.902118,18.0,17.19,16.87,0.001,spiral
178.454628,1.336626,18.47,17.34,17.24,0.006,irregular
182.391182,1.214684,16.98,16.08,15.52,0.0207,elliptical
181.243673,3.546252,18.62,17.75,17.37,0.0431,elliptical
179.923882,1.928232,17.5,17.01,16.69,0.039,spiral
181.750991,3.22581,18.42,18.08,17.66,0.0394,spiral
180.138766,0.347632,15.35,14.6,14.39,0.0188,spiral
178.069482,3.412722,19.5,18.78,18.32,0.0486,elliptical
178.337814,2.822561,20.14,19.42,19.25,0.0327,irregular
180.238582,2.40073,15.6,15.19,14.91,0.001,irregular
178.38131,3.758085,17.25,16.13,15.63,0.0616,elliptical
182.433384,3.484099,15.78,14.76,14.31,0.001,elliptical
180.089407,3.752056,18.76,18.32,17.97,0.0078,spiral
181.841029,-0.326882,17.36,16.92,16.74,0.0295,spiral
179.492338,3.903521,17.81,17.6,17.34,0.0197,spiral
179.553355,1.221436,18.87,18.31,17.92,0.001,spiral
178.990479,0.033331,15.2,14.66,14.28,0.001,spiral
177.846358,3.085022,17.05,16.46,15.85,0.0095,spiral
178.687753,2.396491,18.88,18.39,17.93,0.0178,spiral
178.584547,1.279328,14.4,13.82,13.52,0.001,spiral
177.872073,3.68478,18.62,17.61,17.23,0.0181,elliptical
177.625589,-0.251867,14.0,13.64,13.35,0.001,spiral
178.722456,0.983076,16.25,15.1,14.76,0.03,elliptical
180.112013,0.227748,17.62,17.0,16.73,0.001,spiral
181.162864,0.329662,19.29,18.33,17.61,0.0565,elliptical
178.743735,3.100949,16.84,16.24,16.07,0.02,irregular
177.725067,1.65259,17.86,17.46,17.04,0.023,spiral
181.026265,3.713016,19.29,19.03,18.64,0.0684,spiral
178.822606,1.348619,20.49,19.87,19.54,0.0197,spiral
182.130656,0.571384,15.7,15.39,15.33,0.0275,spiral
180.870272,1.922802,16.97,16.35,16.19,0.0035,spiral
181.349921,0.811263,17.71,16.65,16.3,0.0269,elliptical
182.052154,0.633223,18.22,17.42,17.03,0.0335,spiral
180.734807,0.445369,18.37,17.41,17.12,0.0465,elliptical
181.618509,4.332986,17.22,16.73,16.52,0.0097,spiral
179.938787,3.161493,17.45,16.46,16.06,0.0082,elliptical
182.149411,-0.020693,16.51,15.7,15.47,0.0345,spiral
181.480336,2.257665,15.64,15.26,14.88,0.02,spiral
181.387004,1.360749,18.65,17.9,17.86,0.0444,elliptical
181.983173,1.986808,17.52,16.55,16.22,0.0429,elliptical
177.681702,3.67236,19.28,19.64,19.29,0.06,irregular
177.625709,1.723561,18.28,17.75,17.36,0.024,spiral
181.490748,2.97207,18.3,18.12,17.86,0.0238,irregular
179.696665,1.193607,17.76,17.33,17.01,0.0419,spiral
179.755744,1.095213,19.59,19.14,19.14,0.0403,spiral
182.463697,2.595848,17.76,17.12,16.64,0.0149,spiral
182.41829,1.415288,18.97,18.35,17.9,0.0628,spiral
179.04646,2.531699,16.58,16.27,16.49,0.001,irregular
179.84963,-0.021352,17.46,16.62,16.52,0.001,spiral
180.92684,1.012232,19.92,19.82,19.64,0.0463,irregular
180.423614,0.220765,17.55,16.72,16.41,0.0161,elliptical
180.947084,2.361273,19.63,18.68,18.16,0.0373,elliptical
182.217547,3.133377,18.7,18.11,17.77,0.001,irregular
182.353341,-0.252748,20.08,19.37,19.04,0.0441,spiral
178.34218,1.350187,16.32,15.19,14.96,0.001,elliptical
181.960401,4.047554,16.52,16.24,16.01,0.0078,spiral
178.456085,1.671031,20.55,20.07,19.81,0.0177,dwarf
181.334854,2.962477,16.8,15.72,15.15,0.001,elliptical
177.693216,2.072273,19.31,18.74,18.44,0.046,irregular
178.994569,1.949637,16.86,15.75,15.17,0.001,elliptical
180.931779,2.065986,17.67,17.05,16.73,0.0014,spiral
178.551394,3.37392,18.15,17.2,16.86,0.0089,elliptical
178.761496,3.411943,16.79,15.97,15.52,0.021,elliptical
180.142625,4.327354,19.06,18.96,18.46,0.0296,irregular
178.24544,1.758931,20.3,19.25,18.78,0.0559,elliptical
181.896678,3.979653,22.0,21.77,21.74,0.0362,irregular
179.501015,4.276668,18.06,17.34,16.86,0.032,spiral
177.779438,1.371536,17.85,16.85,16.34,0.0134,elliptical
180.823097,3.651176,15.62,14.69,14.68,0.001,spiral
177.837129,0.111652,16.99,16.32,15.89,0.001,spiral
178.061328,4.051281,17.6,16.78,16.26,0.001,elliptical
179.868251,1.785781,19.0,18.91,18.31,0.013,irregular
177.750663,2.147102,17.54,16.88,16.46,0.0453,elliptical
179.283504,1.383277,15.79,15.05,14.97,0.0176,spiral
178.716907,3.205764,21.27,20.6,20.48,0.0488,irregular
180.524428,0.779881,19.16,18.49,17.9,0.036,elliptical
181.661527,-0.158511,17.61,16.81,16.71,0.0174,spiral
180.263431,0.823075,18.02,17.87,17.58,0.0033,irregular
182.20986,0.36578,20.31,19.81,19.6,0.0679,spiral
178.268657,0.461526,17.94,17.15,16.67,0.001,irregular
182.497095,1.828209,17.99,17.58,17.26,0.0491,irregular
177.9778,1.603622,18.71,17.66,17.27,0.0095,elliptical
178.305617,3.266278,17.07,16.13,15.55,0.0115,elliptical
181.066707,3.80874,17.28,17.03,16.98,0.0159,spiral
179.406187,2.935214,16.63,15.18,14.57,0.0103,elliptical
179.494518,3.181523,17.43,17.17,17.14,0.001,irregular
178.055222,0.656445,16.05,15.41,14.9,0.001,irregular
180.480261,2.919092,16.99,16.55,16.26,0.001,spiral
179.531166,-0.487302,18.0,16.94,16.64,0.0041,irregular
181.585112,0.364759,16.67,16.27,16.03,0.001,spiral
179.092598,0.861908,16.76,15.99,15.53,0.0131,spiral
177.896486,2.674439,16.66,15.82,15.6,0.0286,elliptical
179.194595,3.087964,21.15,20.89,20.7,0.0518,irregular
181.62589,0.934454,19.54,18.8,18.25,0.0152,spiral
182.281772,3.934511,17.97,17.02,16.62,0.0466,elliptical
180.01141,-0.456046,18.54,17.62,17.45,0.0234,spiral
180.632797,-0.001331,19.69,18.74,18.49,0.0291,elliptical
178.681052,2.918172,15.15,14.16,13.59,0.001,elliptical
178.355501,3.21216,15.9,15.19,14.93,0.0049,spiral
182.143027,-0.193758,19.67,19.03,18.94,0.0443,spiral
181.795167,2.480811,20.81,20.08,19.61,0.0668,spiral
181.97869,3.62411,19.15,18.14,17.64,0.0358,elliptical
179.8667,2.159234,17.59,16.9,16.61,0.001,spiral
180.8025,1.703323,18.86,18.25,17.96,0.0331,spiral
180.900793,3.109561,17.62,16.92,16.63,0.0288,elliptical
179.241044,0.519002,18.62,18.05,17.93,0.052,irregular
180.930855,1.966841,17.87,16.8,16.46,0.0132,elliptical
182.167034,0.26693,16.12,15.23,14.79,0.0044,elliptical
178.107533,-0.164556,22.0,21.5,21.66,0.0323,irregular
178.998296,2.314641,18.6,17.65,17.32,0.0429,spiral
179.093672,1.285848,16.54,15.54,15.03,0.0524,elliptical
180.454941,2.168824,15.81,15.19,14.96,0.0459,spiral
179.581559,2.126067,19.14,18.87,18.55,0.0646,irregular
181.333844,4.485291,19.27,19.02,18.64,0.0545,irregular
179.584839,1.112222,15.39,14.78,14.45,0.012,elliptical
180.72462,3.867167,16.85,15.95,15.48,0.0316,elliptical
179.845723,0.621621,16.12,15.55,15.17,0.001,elliptical
180.902272,1.013896,15.72,14.53,14.01,0.001,elliptical
177.559675,3.079529,18.09,17.13,16.74,0.0187,spiral
178.965361,2.343311,18.97,18.28,17.47,0.0307,elliptical
178.550777,4.132745,19.04,18.37,17.91,0.0178,spiral
181.086833,3.610785,17.18,16.36,16.16,0.001,spiral
178.463389,0.145553,18.01,17.65,17.36,0.0102,spiral
182.290028,1.294225,19.49,19.02,18.86,0.0041,spiral
181.443933,0.802802,17.28,16.67,16.35,0.0344,elliptical
179.402439,1.005026,19.29,18.73,18.42,0.0279,spiral
181.938415,1.5848,15.37,14.29,13.94,0.001,elliptical
177.787226,3.323637,16.67,15.58,15.27,0.0261,elliptical
178.10667,2.169054,19.84,20.12,20.25,0.001,irregular
178.571776,1.612412,16.76,15.78,15.1,0.0241,elliptical
179.413963,2.245822,15.06,14.25,13.8,0.001,elliptical
180.227144,1.739616,18.56,17.93,17.48,0.0177,irregular
179.954123,0.940143,21.01,20.91,20.95,0.0063,dwarf
178.029941,0.785692,19.25,18.44,18.04,0.0519,spiral
178.143552,4.39296,19.99,19.59,19.32,0.0353,spiral
181.882876,1.160075,17.07,16.23,15.94,0.0227,elliptical
180.400951,2.163226,18.65,17.67,17.2,0.001,elliptical
179.183425,1.09367,18.55,17.93,17.75,0.0414,spiral
181.080624,0.986527,17.0,15.92,15.44,0.001,elliptical
178.950364,-0.319769,17.34,16.23,16.0,0.0046,elliptical
179.436911,1.154595,21.84,21.46,21.11,0.0626,dwarf
177.618821,0.536724,19.53,18.49,17.82,0.0688,elliptical
182.16287,4.106461,18.48,18.41,18.18,0.022,spiral
179.861492,4.378482,17.25,16.55,16.53,0.0381,spiral
179.245041,3.852068,22.0,21.88,21.79,0.0621,dwarf
177.705804,3.367025,17.67,17.15,16.89,0.0383,spiral
180.421235,-0.258089,18.38,18.01,17.76,0.001,irregular
181.584269,0.834614,18.42,17.83,17.53,0.0182,spiral
180.846841,3.533604,17.42,16.67,16.24,0.001,elliptical
177.885158,-0.257926,18.21,17.55,17.09,0.0377,spiral
